callsign
HURC
HURDS
HURKY
HURLY
HURON
HURRICANE
HURRY
HUSK
HUSKER
HUSKY
HUSTLER
HYDRA
HYDRAMATIC
HYDRO
HYMN
HYPER
HYPO
HYTEK
I-BEAM
ICE
ICEBOX
ICEHOUSE
ICEKING
ICEMAN
ICEPACK
ICEPALA
ICER
ICON
IDAHO
IDLER
IDOL
IDRITAL
IGLOO
IGUANA
IKEUSS
ILLINI
IMAGE
IMPAC
IMPACT
IMPY
INDEX
INDIA
INDIAN
INDY
INFERNO
INFIELD
INFO
INSANE
INSTIGATOR
INTAC
INTEL
INTO
INTREPID
INVADER
IONIC
IONS
IOTA
IOWA
IRAQOUIS
IRATE
IRISH
IROC
IRON
IRONCROW
IRONHORSE
IRONROD
IRONY
ISKATEL
ISLAND
ISLANDER
IVAN
IVANHOE
IVORY
IZOD
JABBA
JABLO
JACK
JACKAL
JACKDAW
JACKKNIFE
JACKPOT
JACKYL
JADED
JAGGER
JAGS
JAGUAR
JAKAL
JAKE
JALOPY
JAMA
JAMBO
JAMIE
JAMMER
JANUS
JAPE
JAREM
JASON
JASPER
JAVA
JAVLIN
JAWS
JAYGO
JAYHAWK
JAYHAWKER
JAYLO
JAZY
JAZZ
JECKYL
JEDI
JEEP
JEFFERSON
JENNA
JENNY
JERK
JERSEY
JESS
JESSE
JEST
JESTER
JETHRO
JETPILO
JETTY
JIGGS
JIGSAW
JILL
JIMBO
JINGLE
JINX
JLNVARI
JOCKEY
JODY
JOHN
JOJO
JOKE
JOKER
JOLLY
JOLT
JONAS
JORDANIAN
JOSA
JOSE
JOSH
JOSHUA
JOSS
JOYCE
JSTARS
JUBA
JUDGE
JUDGEMENT
JUGA
JUGGLE
JUGGLER
JUGGS
JUICE
JUICY
JUMBO
JUMP
JUNGLE
JUNGLIE
JUNIOR
JUNK
JUNKER
JUNMGLE
JURY
JUST
JUSTICE
JUVAT
KABUKI
KADRIL
KAHONA
KAHUNA
KAISER
KALE
KANG
KANSAS
KANTO
KANZA
KAPUT
KARATE
KARMA
KARO
KATANA
KATE
KATO
KATOLIK
KATT
KAWW
KAYAK
KAYCEE
KAYO
KAZACHOK
KBAR
KECK
KEEP
KELP
KELT
KEMP
KETCH
KEVLAR
KEYHOLE
KEYS
KEYSTONE
KHARMA
KICK
KILL
KILLER
KILLJOY
KILO
KING
KINGFISH
KINKY
KIOWA
KIRBY
KIRT
KISKA
KITE
KITSAP
KITTY
KITTYHAWK
KIWI
KLARNETIST
KLEENEX
KNIFE
KNIGHT
KNIGHTHAWK
KNIGHTRIDER
KNITE
KNOT
KNOWN
KODIAK
KOKOMO
KOMODO
KONG
KOOK
KORSAR
KRAIT
KRAKEN
KRAKET
KRUPA
KRYPTON
KULIS
KUWAITI
LABATT
LACTOSE
LADON
LADY
LAGR
LAITY
LAKE
LAKER
LAMBO
LAME
LAMINATE
LANCE
LANCER
LAND
LANDING
LANDO
LANDSLIDE
LANG
LANK
LAPEL
LARGO
LARK
LARMA
LARSEN
LARVA
LAST
LATCH
LATIN
LAVA
LEAF
LEAHI
LEEOPS
LEGACY
LEGEND
LEGION
LEHI
LEICA
LEMAY
LENNA
LEOPARD
LEROY
LESTER
LETHAL
LEVI
LEXUS
LIBBY
LIBEL
LIBERATOR
LIBERTY
LIDO
LIFE
LIFTER
LIGHT
LIGHTHOUSE
LIGHTNING
LILY
LIMA
LIME
LIMESTONE
LIMEY
LIMO
LINCE
LINCOLN
LINDY
LINED
LINER
LINK
LION
LIPPO
LIPS
LISA
LITE
LITTLE
LITZ
LIVE
LLOYD
LOADER
LOBBY
LOBO
LOBSTA
LOCO
LOGIC
LOGO
LOLLY
LOMA
LONE
LONER
LONG
LONGBOW
LONNY
LOOK
LOOKING
LOOKOUT
LOON
LOOP
LOOSEFOOT
LOPER
LORD
LOTTO
LOUD
LOUIE
LOUT
LOYAL
LUBO
LUCID
LUCKY
LUGO
LULU
LUMP
LUMPER
LUMPY
LUNA
LUNAR
LUNDY
LUSK
LUSTY
LUTHA
LUXOR
LUZON
LYNX
LYRE
MACBLUE
MACE
MACH
MACHO
MACK
MACOM
MACRED
MADCAT
MADDOG
MADFOX
MAFFS
MAFIA
MAGA
MAGIC
MAGMA
MAGNET
MAGNI
MAGNUM
MAGOO
MAGPIE
MAGRAW
MAHI
MAIL
MAILTRUCK
MAINE
MAINIAC
MAINSAIL
MAITAI
MAJAN
MAJE
MAJESTIC
MAKER
MAKIN
MAKO
MALA
MALAN
MALE
MALIBU
MALLARD
MALTY
MAMBA
MAMBO
MANATEE
MANDY
MANGO
MANIAC
MANILA
MANNA
MANTA
MANU
MAPLE
MARAUDER
MARCH
MARCOTTE
MARINE
MARINER
MARIO
MARK
MARLIN
MARS
MARTA
MARYLAND
MASCOT
MASH
MAST
MASTA
MASTADON
MATADOR
MATCOM
MATH
MATRA
MATULEE
MAUL
MAVERICK
MAXIE
MAXIM
MAYHEM
MAYO
MAYTAG
MAZDA
MCGRAW
MEAT
MEDALLION
MEDELLIN
MEDEVAC
MEDUSA
MEEK
MEGA
MEKONG
MELD
MELON
MELROSE
MENTOR
MERCURY
MERL
MERSEY
MESQUITE
METAL
METEOR
METMAN
METZ
MEXICAN
MEXICO
MFSBASE
MGJBASE
MHQPLYM
MIAMI
MICAH
MICRO
MIDAS
MIDDLE
MIGHTEE
MIGHTY
MIGOPS
MILER
MILESTONE
MILKY
MILL
MILLER
MILO
MIME
MIND
MINE
MING
MINGO
MINIATURE
MINT
MINTY
MINUTEMAN
MINX
MIRAGE
MISER
MISFIT
MISSIONARY
MISSISSIPPI
MISTY
MITE
MOBILE
MOCCASIN
MOCHA
MOCK
MOCKINGBIRD
MOFFETT
MOHAWK
MOHO
MOJO
MOLSON
MONARCH
MONEY
MONGO
MONGOOSE
MONOLOG
MONSTER
MONTANA
MONTY
MONU
MOOCH
MOOD
MOODY
MOOKIE
MOOLA
MOON
MOONLIGHT
MOONSHINE
MOOR
MOOSE
MOPE
MOPED
MOPUP
MORNING
MORTY
MOSA
MOSEL
MOSES
MOSS
MOTEL
MOTHER
MOTIF
MOTLEY
MOTOR
MOTOWN
MOULD
MOUNTAIN
MOUNTAINEER
MOUSE
MOVER
MOXIE
MOZAM
MPDBOSC
MQDPLYM
MQPWEST
MQSKINL
MRXY
MTIRN
MTNRN
MTORN
MTSMT
MUDBUG
MUDDY
MUDHEN
MUFF
MUGGER
MULEY
MULL
MULLETT
MULLIE
MUNG
MURK
MURKY
MUROC
MUSEL
MUSHROOM
MUSIC
MUSKET
MUSSEL
MUSTANG
MUTT
MYLAR
MYSTIC
MYTEE
NABOB
NACHO
NACOGDOCHES
NAIL
NAME
NANCY
NANNO
NANO
NAPPER
NAPPY
NAPSPAN
NARL
NARLY
NARRAGANSETT
NASA
NASCAR
NASTY
NATCAP
NATHE
NATIONKER
NATIVE
NATO
NATRO
NAVEL
NAVY
NAWT
NCRCC
NELLIE
NEMO
NEPTUNE
NEST
NEVIN
NEWCASTLE
NEWLY
NEWPORT
NEWSREEL
NICE
NICEKER
NICKEL
NIGERIAN
NIGHT
NIGHTFOX
NIGHTHAWK
NIGHTMARE
NIGHTSTAKER
NIGHTSTALKER
NIGHTSTAR
NIGHTWATCH
NIKE
NINJA
NIOBE
NITER
NITRO
NOAA
NOAH
NOBLE
NODAK
NODE
NOGS
NOLE
NOMAD
NOMEX
NOOSE
NORKA
NORMAN
NORSE
NORSEMAN
NORTH
NORTHERN
NORTHSTAR
NORWEGIAN
NOSTER
NOTCH
NOTE
NOVA
NOVAR
NOVATOR
NOVEMBER
NOWVARI
NUCAR
NUGGET
NUKE
NUMA
O'GRADY
OAKGROV
OAKY
OASIS
OATH
OBIHAWK
OCCULT
OCEAN
OCEANSIDE
ODIN
ODYSSEY
OFFSIDE
OGRE
OHIO
OILER
OILGATE
OILWELL
OKIE
OKRA
OKRO
OLDMISS
OLDS
OLDSALT
OLIVE
OLMIS
OLSON
OLYMPIC
OMAHA
OMAN
OMAR
OMEGA
OMEN
OMNI
ONYX
OPBAT
OPEC
OPEN
OPIE
OPUS
ORBIS
ORBIT
ORCA
OREO
ORIOLE
ORION
ORKIN
ORTOL
OSAGE
OSCAR
OSYSTAN
OTIS
OUTCAST
OUTDO
OUTGUN
OUTLAW
OUTRIDER
OUZO
OVERLORD
OVERWORK
OXBLOOD
OXEN
OZARK
PABLO
PABST
PACAF
PACBIRD
PACER
PACIFIC
PACK
PACKER
PACKERS
PACOS
PACSTAR
PAGAN
PAGEBOY
PAGUS
PAIN
PALE
PALM
PALMETTO
PALMS
PANAMA
PANCHO
PANFRY
PANHAND
PANSY
PANT
PANTHER
PANTON
PANTS
PAOLA
PAPA
PARADISE
PARD
PARDI
PARDO
PARROT
PARRY
PART
PARTY
PASEO
PASH
PASHA
PASSWORD
PATCH
PATHFINDER
PATIO
PATLO
PATRIOT
PATSY
PATTY
PATUS
PAUNCH
PAVE
PAWN
PAYDAY
PAYROLL
PEACE
PEACH
PEACHTREE
PEAK
PEARL
PECOS
PEDRO
PEEWEE
PELA
PELICAN
PELT
PENCE
PENGUIN
PENNY
PEPSI
PERCO
PERCY
PERK
PERM
PERMA
PERSEUS
PESKY
PETIT
PETRO
PHANTOM
PHAROAH
PHASER
PHAT
PHENOM
PHEONIX
PHILANDER
PHILLY
PHOBIA
PHONY
PHOTON
PICKUP
PICO
PIKE
PIKESIDE
PILGRIM
PILOT
PINBALL
PING
PINION
PINKY
PINON
PINTO
PIONEER
PIPE
PIPELINE
PIRANA
PIRATE
PISTOL
PISTON
PITA
PITBOSS
PITBULL
PITMAN
PITSTOP
PITT
PITTS
PITY
PIXIE
PIZZA
PLAINSMAN
PLANTATION
PLASMA
PLATE
PLEAD
PLOD
PLOW
PLUG
PLUME
PLUNDER
PLUSH
PLUTO
POINT
POINTER
POISON
POKE
POKER
POLAR
POLE
POLECAT
POLET
POLIS
POLLY
POLO
PONCA
PONDER
POOK
POPPER
POPPY
POPPYA
POPS
PORCUPINE
PORK
PORT
POSEY
POSSE
POSSUM
POUNCE
POWER
POWERBUILT
PRANG
PREDATOR
PREFECT
PREY
PRIBOJ
PRIDE
PRIME
PRIMETIME
PRIMO
PRIMUS
